Date,BRENT_OIL_Price,BRENT_OIL_Open,BRENT_OIL_High,BRENT_OIL_Low,BRENT_OIL_Vol.,BRENT_OIL_Change %
12/10/18,59.97,61.34,62.33,59.61,264.95K,-2.76%
12/07/18,61.67,60.25,63.73,59.1,423.08K,2.68%
12/06/18,60.06,61.36,61.97,58.36,399.99K,-2.44%
12/05/18,61.56,61.35,63.29,60.8,256.24K,-0.84%
12/04/18,62.08,61.9,63.58,61.24,277.42K,0.63%
12/03/18,61.69,59.98,62.6,59.85,294.77K,5.08%
11/30/18,58.71,59.28,59.93,58.25,27.02K,-1.34%
11/29/18,59.51,59.12,60.37,57.5,94.57K,1.28%
11/28/18,58.76,60.63,61.27,58.55,150.81K,-2.41%
11/27/18,60.21,60.39,61.4,58.92,271.17K,-0.45%
11/26/18,60.48,58.98,61.13,58.6,267.38K,2.86%
