Date,BTC_Price,BTC_Open,BTC_High,BTC_Low,BTC_Vol.,BTC_Change %
02/22/21,"54,078.00","57,376.00","57,376.00","48,383.00",27.31K,-5.75%
02/21/21,"57,376.00","55,838.00","58,238.00","55,639.00",6.69K,2.75%
02/20/21,"55,838.00","55,847.00","57,352.00","55,182.00",11.63K,-0.02%
02/19/21,"55,847.00","51,566.00","56,093.00","51,079.00",11.80K,8.30%
02/18/21,"51,566.00","52,060.00","52,433.00","51,356.90",5.87K,-0.95%
02/17/21,"52,060.00","49,225.00","52,284.00","49,225.00",9.21K,5.76%
02/16/21,"49,225.00","47,941.00","49,533.50","47,643.00",13.04K,2.68%
02/15/21,"47,941.00","48,587.00","48,694.00","46,563.00",9.88K,-1.33%
02/14/21,"48,587.00","47,177.00","49,279.00","47,177.00",7.34K,2.99%
02/13/21,"47,177.00","47,389.00","47,939.00","46,582.00",5.23K,-0.45%
02/12/21,"47,389.00","47,966.00","48,540.00","47,072.00",10.79K,-1.20%
02/11/21,"47,966.00","44,835.00","47,981.00","44,444.00",10.30K,6.98%
02/10/21,"44,835.00","46,486.00","47,056.00","44,541.00",10.02K,-3.55%
02/09/21,"46,486.00","46,440.00","48,004.00","45,882.00",15.90K,0.10%
02/08/21,"46,440.00","38,841.00","46,440.00","38,250.00",24.79K,19.56%
02/07/21,"38,841.00","39,257.00","39,561.00","38,061.00",7.63K,-1.06%
02/06/21,"39,257.00","38,260.00","40,780.00","38,260.00",10.18K,2.61%
02/05/21,"38,260.00","36,975.00","38,260.00","36,759.00",4.48K,3.48%
02/04/21,"36,975.00","37,677.00","37,998.00","36,521.00",6.42K,-1.86%
02/03/21,"37,677.00","35,563.00","37,677.00","35,563.00",8.80K,5.94%
02/02/21,"35,563.00","33,559.00","35,960.00","33,559.00",7.01K,5.97%
02/01/21,"33,559.00","33,141.00","34,460.10","32,595.00",5.30K,1.26%
01/31/21,"33,141.00","34,334.00","34,334.00","32,270.00",5.82K,-3.47%
01/30/21,"34,334.00","34,268.00","34,791.00","33,136.60",7.29K,0.16%
01/29/21,"34,280.70","33,350.00","38,056.00","32,466.00",28.64K,2.85%
01/28/21,"33,331.00","30,454.00","33,418.00","30,344.00",9.17K,9.45%
01/27/21,"30,454.00","32,519.00","32,519.00","29,815.00",14.77K,-6.35%
01/26/21,"32,519.00","32,268.10","32,735.10","31,434.00",8.54K,0.78%
01/25/21,"32,268.10","32,298.00","34,693.00","32,268.10",9.23K,-0.09%
01/24/21,"32,298.00","32,099.00","32,830.00","31,481.00",5.89K,0.62%
01/23/21,"32,099.00","33,062.00","33,062.00","31,773.00",7.07K,-2.91%
01/22/21,"33,062.00","30,852.00","33,631.00","28,991.00",15.72K,7.09%
01/21/21,"30,873.00","35,522.00","35,522.00","30,609.00",22.35K,-13.09%
01/20/21,"35,521.10","35,915.00","36,263.00","33,447.00",14.14K,-1.22%
01/19/21,"35,958.00","36,699.00","37,673.00","35,958.00",9.61K,-2.02%
01/18/21,"36,699.00","35,913.00","36,906.00","35,180.00",8.41K,2.22%
01/17/21,"35,903.00","36,061.00","36,570.00","33,914.00",9.85K,-0.42%
01/16/21,"36,055.00","36,741.00","37,750.00","35,809.00",10.84K,-1.87%
01/15/21,"36,741.00","39,145.00","39,476.00","35,268.00",15.55K,-6.20%
01/14/21,"39,170.00","37,374.00","39,750.00","37,193.00",12.97K,4.80%
01/13/21,"37,375.00","34,106.00","37,418.00","33,160.00",14.89K,9.59%
01/12/21,"34,103.00","35,448.00","35,838.60","33,616.00",22.18K,-3.87%
01/11/21,"35,476.00","38,226.00","38,226.00","31,842.00",48.04K,-7.19%
01/10/21,"38,226.00","40,171.00","41,209.30","37,436.00",19.01K,-4.84%
01/09/21,"40,171.00","40,509.00","41,046.00","38,966.00",8.17K,-0.83%
01/08/21,"40,509.00","39,407.00","41,616.00","37,723.00",21.79K,2.80%
01/07/21,"39,407.00","36,755.00","39,672.00","36,755.00",22.11K,7.22%
01/06/21,"36,755.00","33,986.00","36,755.00","33,901.00",18.62K,8.12%
01/05/21,"33,996.00","32,020.00","33,996.00","30,979.10",14.48K,6.17%
01/04/21,"32,020.00","32,971.00","33,403.00","29,178.00",24.68K,-2.88%
01/03/21,"32,971.00","32,183.00","34,253.00","32,110.00",18.91K,2.44%
01/02/21,"32,185.00","29,346.00","33,168.00","29,192.00",22.01K,9.67%
01/01/21,"29,346.00","28,933.00","29,498.00","28,932.00",8.33K,1.43%
12/31/20,"28,933.00","28,880.00","29,133.00","28,358.00",12.22K,0.18%
12/30/20,"28,880.00","27,316.00","28,892.00","27,316.00",10.51K,5.73%
12/29/20,"27,315.00","27,058.00","27,315.00","25,923.00",8.92K,0.95%
12/28/20,"27,058.00","26,241.00","27,308.00","26,241.00",7.60K,3.11%
12/27/20,"26,241.00","26,410.00","28,051.10","26,241.00",17.96K,-0.65%
12/26/20,"26,412.00","24,717.00","26,577.00","24,566.00",13.15K,6.86%
12/25/20,"24,717.00","23,743.00","24,717.00","23,491.00",13.78K,4.14%
12/24/20,"23,735.00","23,234.00","23,735.00","22,860.00",4.75K,2.16%
12/23/20,"23,234.00","23,805.00","23,916.00","22,917.00",12.07K,-2.40%
12/22/20,"23,805.00","22,701.00","23,805.00","22,489.70",7.41K,4.86%
12/21/20,"22,701.00","23,432.70","23,901.00","22,483.00",14.18K,-3.10%
12/20/20,"23,427.00","23,804.00","24,099.00","23,331.70",9.60K,-1.58%
12/19/20,"23,804.00","23,127.00","24,058.00","22,966.00",9.67K,2.93%
12/18/20,"23,127.00","22,806.60","23,142.00","22,544.00",7.28K,1.41%
12/17/20,"22,806.60","21,322.00","23,492.00","21,322.00",22.87K,6.96%
12/16/20,"21,322.00","19,459.00","21,322.00","19,388.00",21.07K,9.57%
12/15/20,"19,459.00","19,282.00","19,548.00","19,135.00",6.93K,0.92%
12/14/20,"19,281.00","19,180.00","19,281.00","19,076.00",2.53K,0.53%
12/13/20,"19,180.00","18,818.00","19,338.10","18,747.00",4.83K,1.96%
12/12/20,"18,810.60","18,050.00","18,821.00","18,050.00",3.68K,4.21%
12/11/20,"18,050.00","18,260.00","18,260.00","17,764.00",6.57K,-1.15%
12/10/20,"18,260.00","18,560.00","18,560.00","18,155.00",3.66K,-1.62%
12/09/20,"18,560.00","18,337.00","18,630.00","17,827.00",9.77K,1.23%
12/08/20,"18,335.00","19,196.00","19,299.00","18,335.00",9.62K,-4.49%
12/07/20,"19,196.00","19,410.00","19,410.00","18,959.40",2.29K,-1.10%
12/06/20,"19,410.00","19,157.00","19,410.00","19,015.60",4.33K,1.32%
12/05/20,"19,157.00","18,657.00","19,157.00","18,657.00",3.66K,2.68%
12/04/20,"18,657.00","19,452.00","19,452.00","18,657.00",8.65K,-4.06%
12/03/20,"19,447.00","19,241.00","19,560.00","18,999.40",5.25K,1.07%
12/02/20,"19,241.00","18,807.00","19,275.00","18,538.00",7.63K,2.31%
12/01/20,"18,807.00","19,695.00","19,733.00","18,727.00",21.94K,-4.47%
11/30/20,"19,686.00","18,196.00","19,723.00","18,196.00",14.95K,8.19%
11/29/20,"18,196.00","17,746.00","18,212.00","17,579.20",3.99K,2.54%
11/28/20,"17,746.00","17,169.30","17,800.00","16,997.00",5.75K,3.36%
11/27/20,"17,169.30","17,211.70","17,492.00","16,614.90",11.21K,-0.29%
11/26/20,"17,219.00","18,727.00","18,824.00","16,592.00",34.34K,-8.07%
11/25/20,"18,730.00","19,134.80","19,303.00","18,730.00",13.48K,-2.12%
11/24/20,"19,134.80","18,373.00","19,349.00","18,357.00",14.94K,4.15%
11/23/20,"18,373.00","18,399.00","18,655.00","18,158.00",8.76K,-0.14%
11/22/20,"18,399.00","18,660.00","18,668.00","18,122.00",9.10K,-1.40%
11/21/20,"18,660.00","18,669.00","18,944.50","18,521.00",6.62K,-0.05%
11/20/20,"18,669.00","17,810.00","18,699.70","17,810.00",7.97K,4.82%
11/19/20,"17,810.00","17,773.00","18,140.00","17,486.00",5.57K,0.21%
11/18/20,"17,773.00","17,674.90","18,212.00","17,378.60",17.52K,0.56%
11/17/20,"17,674.90","16,710.00","17,740.00","16,627.00",12.21K,5.77%
11/16/20,"16,710.00","15,962.20","16,827.60","15,906.00",6.52K,4.68%
11/15/20,"15,962.20","16,057.00","16,095.00","15,871.00",2.56K,-0.60%
11/14/20,"16,058.30","16,310.00","16,310.00","15,833.00",5.09K,-1.54%
11/13/20,"16,310.00","16,296.20","16,405.00","16,079.00",7.70K,0.10%
11/12/20,"16,294.00","15,710.00","16,294.00","15,656.00",12.30K,3.72%
11/11/20,"15,710.00","15,312.00","15,911.60","15,312.00",6.94K,2.60%
11/10/20,"15,312.00","15,329.00","15,402.00","15,177.00",3.74K,-0.11%
11/09/20,"15,329.00","15,501.00","15,687.00","15,063.70",8.95K,-1.11%
11/08/20,"15,501.00","14,844.10","15,554.20","14,844.10",6.47K,4.43%
11/07/20,"14,844.10","15,571.70","15,610.00","14,734.00",14.37K,-4.67%
11/06/20,"15,571.70","15,568.00","15,876.00","15,441.00",12.10K,-0.01%
11/05/20,"15,574.00","14,160.00","15,574.00","14,160.00",15.90K,9.99%
11/04/20,"14,160.00","14,025.00","14,160.00","13,643.00",10.10K,0.96%
11/03/20,"14,025.00","13,562.00","14,025.00","13,401.00",5.81K,3.41%
11/02/20,"13,563.00","13,756.00","13,828.50","13,414.00",6.59K,-1.40%
11/01/20,"13,756.00","13,788.00","13,829.00","13,679.50",3.11K,-0.23%
10/31/20,"13,788.00","13,568.00","13,958.00","13,499.00",8.95K,1.62%
10/30/20,"13,568.00","13,451.00","13,642.20","13,250.00",4.66K,0.87%
10/29/20,"13,451.00","13,272.00","13,555.10","13,153.00",4.07K,1.35%
10/28/20,"13,272.00","13,626.30","13,763.00","13,041.20",7.11K,-2.60%
10/27/20,"13,626.30","13,061.00","13,703.50","13,061.00",8.98K,4.33%
10/26/20,"13,061.00","13,037.00","13,205.00","12,863.00",3.68K,0.18%
10/25/20,"13,037.00","13,127.00","13,298.00","12,990.00",3.63K,-0.72%
10/24/20,"13,132.00","12,935.00","13,166.00","12,905.00",1.97K,1.52%
10/23/20,"12,935.00","12,988.00","12,999.00","12,757.00",2.90K,-0.41%
10/22/20,"12,988.00","12,810.90","13,128.00","12,738.30",6.09K,1.27%
10/21/20,"12,825.00","11,925.00","13,099.00","11,925.00",15.40K,7.55%
10/20/20,"11,925.00","11,757.00","11,980.00","11,723.00",5.42K,1.43%
10/19/20,"11,757.00","11,518.00","11,764.00","11,451.00",3.77K,2.08%
10/18/20,"11,518.00","11,375.00","11,518.00","11,366.00",1.32K,1.26%
10/17/20,"11,375.00","11,325.00","11,375.00","11,325.00",1.04K,0.44%
10/16/20,"11,325.00","11,509.00","11,540.00","11,268.20",3.46K,-1.60%
10/15/20,"11,509.00","11,440.00","11,513.00","11,335.00",4.26K,0.60%
10/14/20,"11,440.00","11,442.00","11,547.00","11,347.00",2.69K,-0.02%
10/13/20,"11,442.00","11,560.00","11,560.00","11,392.50",3.91K,-1.02%
10/12/20,"11,560.00","11,385.00","11,698.90","11,284.00",6.37K,1.54%
10/11/20,"11,385.00","11,308.00","11,430.00","11,308.00",1.48K,0.68%
10/10/20,"11,308.00","11,071.00","11,450.00","11,071.00",4.17K,2.14%
10/09/20,"11,071.00","10,943.00","11,102.40","10,878.00",2.57K,1.17%
10/08/20,"10,943.00","10,687.00","10,943.00","10,577.00",3.64K,2.40%
10/07/20,"10,687.00","10,613.70","10,687.00","10,584.10",1.67K,0.69%
10/06/20,"10,613.70","10,807.00","10,807.00","10,592.00",3.22K,-1.79%
10/05/20,"10,807.00","10,687.00","10,807.00","10,669.00",1.78K,1.12%
10/04/20,"10,687.00","10,558.60","10,694.10","10,557.60",1.63K,1.22%
10/03/20,"10,558.60","10,586.00","10,608.00","10,535.00",0.83K,-0.26%
10/02/20,"10,586.00","10,634.00","10,634.00","10,476.00",3.74K,-0.45%
10/01/20,"10,634.00","10,795.00","10,909.00","10,523.00",5.68K,-1.48%
09/30/20,"10,794.00","10,856.00","10,856.00","10,715.00",1.50K,-0.57%
09/29/20,"10,856.00","10,712.00","10,856.00","10,697.00",1.79K,1.34%
09/28/20,"10,712.00","10,803.00","10,941.00","10,712.00",3.79K,-0.84%
09/27/20,"10,803.00","10,750.00","10,807.10","10,664.00",1.75K,0.49%
09/26/20,"10,750.00","10,708.00","10,776.90","10,700.70",0.94K,0.39%
09/25/20,"10,708.00","10,754.00","10,765.00","10,629.00",2.35K,-0.43%
09/24/20,"10,754.00","10,263.00","10,760.00","10,263.00",3.20K,4.78%
09/23/20,"10,263.00","10,549.00","10,549.00","10,255.00",3.09K,-2.71%
09/22/20,"10,549.00","10,435.00","10,589.00","10,435.00",2.41K,1.10%
09/21/20,"10,434.00","10,934.50","10,980.90","10,434.00",6.01K,-4.58%
09/20/20,"10,934.50","11,099.00","11,099.00","10,848.20",1.82K,-1.48%
09/19/20,"11,099.00","10,957.20","11,127.00","10,957.20",2.47K,1.29%
09/18/20,"10,957.20","10,959.00","11,022.00","10,868.00",2.26K,-0.02%
09/17/20,"10,959.00","10,971.30","11,040.40","10,812.70",2.51K,-0.11%
09/16/20,"10,971.30","10,797.00","11,091.00","10,690.90",4.80K,1.61%
09/15/20,"10,797.00","10,690.00","10,899.90","10,690.00",4.99K,1.04%
09/14/20,"10,686.00","10,331.00","10,754.00","10,331.00",3.68K,3.44%
09/13/20,"10,331.00","10,458.00","10,560.00","10,244.00",4.04K,-1.21%
09/12/20,"10,458.00","10,405.00","10,463.50","10,352.00",1.43K,0.51%
09/11/20,"10,405.00","10,355.00","10,405.00","10,220.00",2.47K,0.48%
09/10/20,"10,355.00","10,240.00","10,407.00","10,240.00",3.55K,1.12%
09/09/20,"10,240.00","10,149.80","10,324.00","10,030.00",2.41K,0.89%
09/08/20,"10,149.80","10,397.00","10,397.00","10,007.00",6.76K,-2.38%
09/07/20,"10,397.00","10,276.00","10,397.00","9,964.10",6.30K,1.18%
09/06/20,"10,276.00","10,196.90","10,325.00","10,122.00",2.76K,0.77%
09/05/20,"10,197.00","10,484.70","10,517.70","10,046.20",8.51K,-2.74%
09/04/20,"10,484.70","10,170.00","10,593.00","10,170.00",13.59K,3.09%
09/03/20,"10,170.00","11,408.00","11,408.00","10,011.00",15.88K,-10.85%
09/02/20,"11,408.00","11,942.00","11,942.00","11,334.00",6.19K,-4.47%
09/01/20,"11,942.00","11,671.00","12,037.00","11,616.00",5.02K,2.32%
08/31/20,"11,671.00","11,729.90","11,734.00","11,639.10",2.24K,-0.50%
08/30/20,"11,729.90","11,492.00","11,729.90","11,492.00",2.10K,2.07%
08/29/20,"11,492.00","11,545.00","11,587.00","11,476.30",1.52K,-0.46%
08/28/20,"11,545.00","11,343.00","11,545.00","11,343.00",2.02K,1.78%
08/27/20,"11,343.00","11,471.10","11,471.10","11,254.00",4.81K,-1.12%
08/26/20,"11,471.00","11,341.00","11,482.00","11,316.00",2.48K,1.15%
08/25/20,"11,341.00","11,768.00","11,768.00","11,200.00",6.16K,-3.63%
08/24/20,"11,768.00","11,663.00","11,817.90","11,616.80",1.99K,0.90%
08/23/20,"11,663.00","11,685.00","11,692.60","11,551.00",1.93K,-0.19%
08/22/20,"11,685.00","11,531.00","11,690.70","11,449.00",3.46K,1.34%
08/21/20,"11,531.00","11,884.00","11,889.00","11,531.00",6.10K,-2.97%
08/20/20,"11,884.00","11,778.00","11,900.00","11,719.00",2.73K,0.90%
08/19/20,"11,778.00","11,961.80","12,004.00","11,694.60",6.29K,-1.54%
08/18/20,"11,961.80","12,300.00","12,359.00","11,927.20",7.18K,-2.75%
08/17/20,"12,300.00","11,925.00","12,415.00","11,826.10",10.12K,3.14%
08/16/20,"11,925.00","11,873.40","11,925.00","11,781.00",2.71K,0.43%
08/15/20,"11,873.40","11,761.00","11,977.40","11,761.00",4.04K,0.96%
08/14/20,"11,761.00","11,792.50","11,824.00","11,699.00",4.65K,-0.27%
08/13/20,"11,792.50","11,589.00","11,792.50","11,388.00",5.78K,1.74%
08/12/20,"11,591.00","11,379.80","11,591.00","11,257.00",5.82K,1.86%
08/11/20,"11,379.80","11,892.00","11,912.00","11,278.00",7.11K,-4.31%
08/10/20,"11,892.00","11,675.70","12,024.00","11,675.70",6.57K,1.85%
08/09/20,"11,675.70","11,764.00","11,782.00","11,572.00",1.57K,-0.75%
08/08/20,"11,764.00","11,580.00","11,772.00","11,564.00",1.87K,1.59%
08/07/20,"11,580.00","11,759.00","11,845.00","11,509.00",5.09K,-1.52%
08/06/20,"11,759.00","11,735.80","11,858.00","11,649.70",3.90K,0.20%
08/05/20,"11,735.80","11,184.00","11,735.80","11,182.00",5.79K,4.93%
08/04/20,"11,184.00","11,226.50","11,346.80","11,096.00",3.26K,-0.38%
08/03/20,"11,226.50","11,053.80","11,389.00","11,053.80",4.09K,1.56%
08/02/20,"11,053.80","11,804.70","11,917.00","11,032.00",13.22K,-6.36%
08/01/20,"11,804.70","11,350.00","11,804.70","11,307.00",10.57K,4.01%
07/31/20,"11,350.00","11,123.00","11,378.00","11,038.00",5.83K,2.04%
07/30/20,"11,123.00","11,117.00","11,180.00","10,965.00",4.25K,0.05%
07/29/20,"11,117.00","10,932.00","11,240.00","10,929.20",8.82K,1.69%
07/28/20,"10,932.00","11,044.00","11,211.80","10,761.00",9.88K,-1.01%
07/27/20,"11,044.00","9,946.30","11,249.10","9,946.30",21.58K,11.02%
07/26/20,"9,948.10","9,714.90","10,008.00","9,685.80",8.94K,2.40%
07/25/20,"9,714.90","9,559.10","9,730.50","9,559.10",2.56K,1.63%
07/24/20,"9,559.40","9,615.00","9,615.00","9,505.30",2.26K,-0.58%
07/23/20,"9,615.00","9,557.70","9,642.90","9,494.60",4.70K,0.60%
07/22/20,"9,557.70","9,402.00","9,557.70","9,349.30",4.14K,1.66%
07/21/20,"9,402.00","9,179.20","9,434.00","9,179.20",5.40K,2.43%
07/20/20,"9,179.20","9,231.20","9,231.20","9,169.70",1.40K,-0.56%
07/19/20,"9,231.20","9,189.10","9,231.20","9,130.50",1.44K,0.46%
07/18/20,"9,189.10","9,167.30","9,200.10","9,142.90",1.17K,0.24%
07/17/20,"9,167.30","9,149.90","9,172.00","9,128.80",1.06K,0.19%
07/16/20,"9,149.90","9,210.10","9,215.70","9,092.10",2.87K,-0.65%
07/15/20,"9,210.10","9,263.40","9,263.40","9,195.70",0.90K,-0.58%
07/14/20,"9,263.40","9,252.00","9,270.70","9,194.80",2.20K,0.12%
07/13/20,"9,252.00","9,315.80","9,344.80","9,238.10",1.93K,-0.68%
07/12/20,"9,315.80","9,246.30","9,315.80","9,195.60",1.86K,0.75%
07/11/20,"9,246.30","9,305.70","9,305.70","9,221.80",0.81K,-0.64%
07/10/20,"9,305.70","9,248.90","9,305.70","9,161.90",1.42K,0.61%
07/09/20,"9,248.90","9,447.00","9,447.00","9,215.00",3.71K,-2.10%
07/08/20,"9,447.00","9,267.50","9,480.70","9,267.50",3.81K,1.94%
07/07/20,"9,267.50","9,361.00","9,361.00","9,255.10",1.63K,-1.00%
07/06/20,"9,361.00","9,089.70","9,361.00","9,080.10",4.26K,2.99%
07/05/20,"9,089.70","9,147.70","9,152.30","9,004.90",2.08K,-0.63%
07/04/20,"9,147.70","9,073.90","9,203.50","9,060.00",1.13K,0.81%
07/03/20,"9,073.90","9,100.00","9,135.50","9,058.10",1.09K,-0.29%
07/02/20,"9,100.00","9,239.90","9,266.10","8,950.20",3.79K,-1.51%
07/01/20,"9,239.90","9,150.60","9,298.00","9,109.50",2.19K,0.98%
06/30/20,"9,150.60","9,194.40","9,206.50","9,077.10",1.83K,-0.48%
06/29/20,"9,194.40","9,127.80","9,242.10","9,030.20",3.64K,0.73%
06/28/20,"9,127.80","9,015.30","9,193.20","8,949.40",2.11K,1.25%
06/27/20,"9,015.30","9,173.10","9,199.50","8,857.30",3.37K,-1.72%
06/26/20,"9,173.10","9,257.00","9,299.00","9,054.10",3.69K,-0.91%
06/25/20,"9,257.00","9,312.10","9,344.00","9,012.70",5.55K,-0.59%
06/24/20,"9,312.10","9,635.10","9,684.10","9,222.30",5.52K,-3.35%
06/23/20,"9,635.10","9,697.70","9,724.00","9,594.70",3.42K,-0.65%
06/22/20,"9,697.70","9,298.10","9,794.20","9,285.20",5.88K,4.30%
06/21/20,"9,298.10","9,371.30","9,431.10","9,292.10",1.34K,-0.78%
06/20/20,"9,371.30","9,315.50","9,401.00","9,178.60",1.87K,0.60%
06/19/20,"9,315.50","9,400.00","9,439.90","9,241.80",2.62K,-0.90%
06/18/20,"9,400.00","9,473.30","9,496.40","9,287.20",1.66K,-0.77%
06/17/20,"9,473.30","9,534.40","9,566.00","9,261.30",3.14K,-0.64%
06/16/20,"9,534.40","9,435.00","9,589.90","9,388.10",3.44K,1.07%
06/15/20,"9,433.90","9,344.80","9,510.00","8,914.90",10.16K,0.95%
06/14/20,"9,345.40","9,480.90","9,486.00","9,262.00",2.69K,-1.43%
06/13/20,"9,480.80","9,468.30","9,498.20","9,363.60",1.85K,0.13%
06/12/20,"9,468.30","9,272.20","9,544.00","9,246.00",5.05K,2.11%
06/11/20,"9,272.20","9,898.80","9,972.80","9,088.60",15.78K,-6.33%
06/10/20,"9,898.80","9,771.90","10,004.00","9,699.30",4.46K,1.31%
06/09/20,"9,770.80","9,784.40","9,875.90","9,582.10",3.40K,-0.13%
06/08/20,"9,783.20","9,747.10","9,800.00","9,650.40",2.36K,0.38%
06/07/20,"9,746.30","9,668.40","9,814.00","9,402.30",4.71K,0.81%
06/06/20,"9,668.40","9,620.40","9,733.00","9,552.60",1.95K,0.50%
06/05/20,"9,620.50","9,790.70","9,861.80","9,620.50",3.62K,-1.74%
06/04/20,"9,790.70","9,672.00","9,882.10","9,477.00",4.28K,1.23%
06/03/20,"9,672.00","9,530.00","9,684.00","9,400.00",2.66K,1.49%
06/02/20,"9,530.00","10,221.00","10,242.00","9,197.40",21.47K,-6.76%
06/01/20,"10,221.00","9,452.10","10,390.00","9,421.80",13.43K,8.13%
05/31/20,"9,452.10","9,706.40","9,707.20","9,402.60",3.69K,-2.62%
05/30/20,"9,706.40","9,426.20","9,742.00","9,338.00",6.16K,2.97%
05/29/20,"9,426.20","9,589.30","9,618.50","9,352.30",3.88K,-1.70%
05/28/20,"9,589.30","9,210.30","9,629.60","9,121.70",7.63K,4.11%
05/27/20,"9,210.30","8,845.50","9,225.00","8,822.80",5.46K,4.12%
05/26/20,"8,845.50","8,902.00","9,013.30","8,705.00",3.94K,-0.63%
05/25/20,"8,902.00","8,711.50","8,960.80","8,628.60",5.61K,2.19%
05/24/20,"8,711.50","9,174.60","9,300.00","8,700.00",6.73K,-5.05%
05/23/20,"9,174.60","9,162.40","9,304.00","9,088.60",2.45K,0.13%
05/22/20,"9,162.40","9,059.50","9,257.30","8,935.50",3.83K,1.14%
05/21/20,"9,059.50","9,502.00","9,564.00","8,821.40",11.34K,-4.66%
05/20/20,"9,502.00","9,770.10","9,840.60","9,305.10",9.60K,-2.74%
05/19/20,"9,770.10","9,714.80","9,877.50","9,470.20",5.59K,0.57%
05/18/20,"9,714.80","9,668.20","9,941.10","9,462.40",9.20K,0.48%
05/17/20,"9,668.20","9,388.00","9,877.70","9,334.20",9.66K,2.98%
05/16/20,"9,388.00","9,313.30","9,580.00","9,224.00",4.16K,0.80%
05/15/20,"9,313.30","9,791.00","9,836.50","9,133.60",11.34K,-4.88%
05/14/20,"9,791.00","9,312.00","9,937.80","9,267.50",12.87K,5.14%
05/13/20,"9,312.00","8,811.40","9,403.20","8,799.50",9.89K,5.68%
05/12/20,"8,811.40","8,555.00","8,967.00","8,526.60",5.65K,3.00%
05/11/20,"8,555.00","8,726.00","9,135.80","8,211.10",20.56K,-1.96%
05/10/20,"8,726.00","9,537.70","9,557.50","8,107.40",26.50K,-8.51%
05/09/20,"9,537.90","9,792.20","9,900.00","9,499.00",8.26K,-2.60%
05/08/20,"9,792.80","9,991.00","10,025.00","9,713.80",12.20K,-1.87%
05/07/20,"9,979.60","9,150.40","10,045.00","9,050.00",19.87K,8.97%
05/06/20,"9,157.90","9,020.00","9,415.10","8,918.30",8.73K,1.53%
05/05/20,"9,020.10","8,871.20","9,119.80","8,770.90",7.71K,1.74%
05/04/20,"8,865.80","8,901.60","8,959.00","8,535.00",9.32K,-0.38%
05/03/20,"8,899.80","8,982.30","9,198.00","8,738.50",9.72K,-0.92%
05/02/20,"8,982.30","8,822.90","8,999.00","8,763.00",5.09K,1.81%
05/01/20,"8,822.90","8,630.80","9,069.90","8,630.80",7.92K,2.17%
04/30/20,"8,635.30","8,773.80","9,438.80","8,416.00",29.83K,-1.57%
04/29/20,"8,773.30","7,750.70","8,918.00","7,706.10",30.21K,13.12%
04/28/20,"7,755.80","7,777.60","7,777.70","7,658.60",5.62K,-0.28%
04/27/20,"7,777.70","7,698.00","7,777.70","7,623.40",6.90K,1.05%
04/26/20,"7,697.10","7,538.50","7,697.10","7,487.00",5.32K,2.10%
04/25/20,"7,538.50","7,508.40","7,700.00","7,450.10",5.17K,0.42%
04/24/20,"7,506.80","7,499.00","7,614.00","7,428.30",8.80K,0.15%
04/23/20,"7,495.20","7,133.30","7,744.90","7,047.40",16.38K,5.08%
04/22/20,"7,133.00","6,849.90","7,164.00","6,826.20",5.15K,4.13%
04/21/20,"6,850.00","6,835.00","6,955.60","6,770.70",6.46K,0.12%
04/20/20,"6,841.90","7,133.40","7,235.00","6,767.10",9.96K,-4.09%
04/19/20,"7,133.30","7,268.80","7,285.40","7,058.70",4.74K,-1.87%
04/18/20,"7,269.10","7,045.90","7,300.10","7,044.90",5.20K,3.17%
04/17/20,"7,045.80","7,114.70","7,158.90","7,013.40",4.68K,-0.97%
04/16/20,"7,114.90","6,629.10","7,200.00","6,500.40",17.75K,7.25%
04/15/20,"6,633.80","6,874.00","6,938.40","6,621.30",6.01K,-3.47%
04/14/20,"6,872.40","6,847.90","6,984.90","6,762.90",4.30K,0.35%
04/13/20,"6,848.70","6,916.50","6,916.50","6,576.50",12.68K,-0.93%
04/12/20,"6,913.00","6,884.50","7,192.20","6,797.60",8.89K,0.41%
04/11/20,"6,884.50","6,874.30","6,954.40","6,780.00",4.07K,0.13%
04/10/20,"6,875.50","7,293.70","7,305.80","6,756.40",15.84K,-5.73%
04/09/20,"7,293.50","7,367.10","7,370.70","7,117.00",7.75K,-1.00%
04/08/20,"7,367.00","7,203.00","7,420.00","7,155.80",8.18K,2.28%
04/07/20,"7,203.00","7,340.20","7,452.00","7,088.00",11.99K,-1.95%
04/06/20,"7,346.00","6,780.20","7,350.10","6,779.90",14.59K,8.38%
04/05/20,"6,778.00","6,880.60","6,914.70","6,693.40",5.65K,-1.51%
04/04/20,"6,881.60","6,738.50","7,010.80","6,660.00",7.12K,2.09%
04/03/20,"6,740.80","6,810.70","7,048.10","6,624.60",9.97K,-1.14%
04/02/20,"6,818.30","6,685.70","7,263.30","6,591.30",20.08K,2.15%
04/01/20,"6,675.00","6,429.00","6,714.60","6,180.00",11.23K,3.85%
03/31/20,"6,427.70","6,409.10","6,536.00","6,350.00",5.75K,0.31%
03/30/20,"6,407.60","5,893.70","6,627.10","5,880.90",12.38K,8.74%
03/29/20,"5,892.60","6,252.30","6,279.60","5,892.60",11.22K,-5.71%
03/28/20,"6,249.30","6,366.00","6,366.00","6,061.40",12.96K,-1.89%
03/27/20,"6,370.00","6,755.00","6,856.00","6,277.80",11.08K,-5.64%
03/26/20,"6,750.70","6,688.20","6,790.10","6,536.90",6.73K,0.93%
03/25/20,"6,688.20","6,762.00","6,968.00","6,449.90",13.79K,-1.09%
03/24/20,"6,762.00","6,491.20","6,838.50","6,406.10",16.62K,4.17%
